	Espece	File	Name	Category	URL
171	chien	152	Chien Courant d'Istrie à Poil Dur	Groupe 6	https://i.imgur.com/6quRwj6.jpg
172	chien	151	Chien Courant d'Istrie à Poil Ras	Groupe 6	https://i.imgur.com/PEtyDrX.jpg
173	chien	279	Chien Courant de Montagne du Monténégro	Groupe 6	https://i.imgur.com/dbzyPys.jpg
174	chien	154	Chien Courant de Posavatz	Groupe 6	https://i.imgur.com/WAd5Edf.jpg
175	chien	241	Chien Courant de Transylvanie	Groupe 6	https://i.imgur.com/zYv6CjV.jpg
176	chien	129	Chien Courant du Smaland	Groupe 6	https://i.imgur.com/T3AMncl.jpg
177	chien	204	Chien Courant Espagnol	Groupe 6	https://i.imgur.com/H5Pkmg3.jpg
178	chien	51	Chien Courant Finlandais	Groupe 6	https://i.imgur.com/OmWRM8t.jpg
179	chien	214	Chien Courant Grec	Groupe 6	https://i.imgur.com/fkNb5Ai.jpg
180	chien	267	Chien Courant de Halden	Groupe 6	https://i.imgur.com/19C2lGi.jpg
181	chien	132	Chien Courant de Hamilton	Groupe 6	https://i.imgur.com/TlXVupV.jpg
182	chien	266	Chien Courant de Hygen	Groupe 6	https://i.imgur.com/MqV7m1v.jpg
183	chien	337	Chien Courant Italien à Poil Ras	Groupe 6	https://i.imgur.com/HdOL1z0.jpg
184	chien	198	Chien Courant Italien à Poil Dur	Groupe 6	https://i.imgur.com/Q02dWqF.jpg
185	chien	150	Chien Courant Serbe	Groupe 6	https://i.imgur.com/Nc73WPu.jpg
186	chien	244	Chien Courant Slovaque	Groupe 6	https://i.imgur.com/VQMGhp9.jpg
187	chien	229	Chien Courant Tricolore Serbe	Groupe 6	https://i.imgur.com/Fg05LXK.jpg
188	chien	232	Chien d'Arrêt Allemand à Poil Raide	Groupe 7	https://i.imgur.com/yMFFwRh.jpg
189	chien	281	Chien d'Arrêt Danois Ancestral	Groupe 7	https://i.imgur.com/RmTrdCF.jpg
190	chien	222	Stabyhoun	Groupe 7	https://i.imgur.com/IjhUPHP.jpg
191	chien	165	Spinone Italiano	Groupe 7	https://i.imgur.com/IRjxHLU.jpg
192	chien	187	Braque Portugais	Groupe 7	https://i.imgur.com/c5uQaUT.jpg
193	chien	28	Chien d'Artois	Groupe 6	https://i.imgur.com/fIY5SVP.jpg
194	chien	37	Chien d'Eau Portugais	Groupe 8	https://i.imgur.com/HtIxp4R.jpg
195	chien	242	Chien d'Elan Norvégien Gris	Groupe 5	https://i.imgur.com/Pga42Lk.jpg
196	chien	268	Chien d'Elan Norvégien Noir	Groupe 5	https://i.imgur.com/fNJctlA.jpg
197	chien	48	Chien d'Ours de Carélie	Groupe 5	https://i.imgur.com/VCUFbia.jpg
198	chien	362	Chien de Bali	Groupe 5	https://i.imgur.com/R56TRby.jpg
199	chien	273	Chien de Canaan	Groupe 5	https://i.imgur.com/viUCotN.jpg
200	chien	170	Chien de Castro Laboreiro	Groupe 2	https://i.imgur.com/DDPvzgZ.jpg
201	chien	356	Chien de Ferme dano-suédois	Groupe 2	https://i.imgur.com/SRmLzDb.jpg
202	chien	94	Podengo Portugais	Groupe 5	https://i.imgur.com/D2fmfGo.jpg
203	chien	217	Chien de Rouge de Bavière	Groupe 6	https://i.imgur.com/kJWx0Kl.jpg
204	chien	213	Chien de Rouge de Hanovre	Groupe 6	https://i.imgur.com/bmkHwET.jpg
205	chien	348	Chien de Taiwan	Groupe 5	https://i.imgur.com/j7XUOPI.jpg
206	chien	274	Chien du Groenland	Groupe 5	https://i.imgur.com/hFmTCaH.jpg
207	chien	248	Chien du Pharaon	Groupe 5	https://i.imgur.com/Kg9xczt.jpg
208	chien	42	Jämthund	Groupe 5	https://i.imgur.com/Jxtvxuo.jpg
209	chien	189	Chien Finnois de Laponie	Groupe 5	https://i.imgur.com/RPhkIrt.jpg
210	chien	332	Chien Loup Tchécoslovaque	Groupe 1	https://i.imgur.com/2X35iwE.jpg
211	chien	288	Chien Chinois à Crête	Groupe 9	https://i.imgur.com/iNo04xR.jpg
212	chien	310	Chien Nu du Pérou	Groupe 5	https://i.imgur.com/xM4T5B5.jpg
213	chien	24	Poitevin	Groupe 6	https://i.imgur.com/S9NhZsk.jpg
214	chien	135	Chien Suédois de Laponie	Groupe 5	https://i.imgur.com/hguFNXn.jpg
215	chien	206	Épagneul Japonais	Groupe 9	https://i.imgur.com/pW2RHcu.jpg
216	chien	336	Chien d'Eau Espagnol	Groupe 8	https://i.imgur.com/G16NzNP.jpg
217	chien	218	Chihuahua	Groupe 9	https://i.imgur.com/CZIcsSJ.jpg
218	chien	205	Chow Chow	Groupe 5	https://i.imgur.com/stWZUEg.jpg
219	chien	353	Cimarron Uruguayen	Groupe 2	https://i.imgur.com/049BnA4.jpg
220	chien	199	Cirneco de l'Etna	Groupe 5	https://i.imgur.com/4cV8hVl.jpg
221	chien	109	Clumber Spaniel	Groupe 8	https://i.imgur.com/sqyiWLI.jpg
222	chien	5	Cocker Anglais	Groupe 8	https://i.imgur.com/hPe4e6H.jpg
223	chien	271	Bearded Collie	Groupe 1	https://i.imgur.com/7DujCZU.jpg
224	chien	296	Colley à Poil Court	Groupe 1	https://i.imgur.com/dWNwWZG.jpg
225	chien	156	Colley à Poil Long	Groupe 1	https://i.imgur.com/9PPV0n6.jpg
226	chien	300	Black and Tan Coonhound	Groupe 6	https://i.imgur.com/oiPYb0e.jpg
227	chien	283	Coton de Tuléar	Groupe 9	https://i.imgur.com/YujVz0z.jpg
228	chien	110	Curly Coated Retriever	Groupe 8	https://i.imgur.com/DNUJtrm.jpg
229	chien	153	Dalmatien	Groupe 6	https://i.imgur.com/3Y92UsW.jpg
230	chien	168	Dandie Dinmont Terrier	Groupe 3	https://i.imgur.com/EVDqtah.jpg
231	chien	117	Langhaar	Groupe 7	https://i.imgur.com/j0H110Y.jpg
232	chien	184	Pinscher Allemand	Groupe 2	https://i.imgur.com/FXTfoyg.jpg
233	chien	104	Chien d'Oysel	Groupe 8	https://i.imgur.com/EBS0TwL.jpg
234	chien	143	Dobermann	Groupe 2	https://i.imgur.com/wdFjehr.jpg
235	chien	346	Dogo Canario	Groupe 2	https://i.imgur.com/KDJ0qeY.jpg
236	chien	235	Dogue Allemand	Groupe 2	https://i.imgur.com/ZmRgnUG.jpg
237	chien	292	Dogue Argentin	Groupe 2	https://i.imgur.com/sLKeotG.jpg
238	chien	116	Dogue de Bordeaux	Groupe 2	https://i.imgur.com/v6lv7Ha.jpg
239	chien	230	Dogue du Tibet	Groupe 2	https://i.imgur.com/s2hkHMY.jpg
240	chien	98	Draathaar	Groupe 7	https://i.imgur.com/psXEHIp.jpg
241	chien	203	Chien Courant Norvégien	Groupe 6	https://i.imgur.com/OG5oEEt.jpg
242	chien	264	Mastiff	Groupe 2	https://i.imgur.com/sYT72cO.jpg
243	chien	1	Pointer	Groupe 7	https://i.imgur.com/IUcRhUb.jpg
244	chien	2	Setter Anglais	Groupe 7	https://i.imgur.com/lTCWeuY.jpg
245	chien	125	Springer Anglais	Groupe 8	https://i.imgur.com/vBHG6Qv.jpg
246	chien	128	English Toy Spaniel	Groupe 9	https://i.imgur.com/BGwCfWT.jpg
247	chien	224	Épagneul à Perdrix de Drente	Groupe 7	https://i.imgur.com/tIfNZjF.jpg
248	chien	106	Épagneul bleu de Picardie	Groupe 7	https://i.imgur.com/k4fZsVu.jpg
249	chien	95	Épagneul Breton	Groupe 7	https://i.imgur.com/pt8dYj9.jpg
250	chien	114	Épagneul de Pont-Audemer	Groupe 7	https://i.imgur.com/lXXEJQM.jpg
251	chien	175	Épagneul français	Groupe 7	https://i.imgur.com/oEDtSui.jpg
252	chien	77	Épagneul Nain Continental Papillon	Groupe 9	https://i.imgur.com/RWSpqB6.jpg
253	chien	207	Pékinois	Groupe 9	https://i.imgur.com/znIiwbw.jpg
254	chien	108	Épagneul picard	Groupe 7	https://i.imgur.com/oYoQ5vi.jpg
255	chien	211	Esquimau Canadien	Groupe 5	https://i.imgur.com/peRkaLt.jpg
256	chien	173	Chien de Montagne Portugais	Groupe 2	https://i.imgur.com/7WMdqhc.jpg
257	chien	291	Eurasier	Groupe 5	https://i.imgur.com/I0Oe2uB.jpg
258	chien	123	Field Spaniel	Groupe 8	https://i.imgur.com/Hfmj9k2.jpg
259	chien	225	Fila Brasileiro	Groupe 2	https://i.imgur.com/aIyy0vj.jpg
260	chien	340	Fila de Sao Miguel	Groupe 2	https://i.imgur.com/BecLr7I.jpg
261	chien	121	Retriever à Poil Plat	Groupe 8	https://i.imgur.com/YNv3YJO.jpg
262	chien	169	Fox Terrier à Poil Dur	Groupe 3	https://i.imgur.com/kFcKWPm.jpg
263	chien	12	Fox Terrier à Poil Lisse	Groupe 3	https://i.imgur.com/GwEptJ2.jpg
264	chien	303	Foxhound Américain	Groupe 6	https://i.imgur.com/PN675FP.jpg
265	chien	159	Foxhound Anglais	Groupe 6	https://i.imgur.com/R04ZuCD.jpg
266	chien	220	Français blanc et noir	Groupe 6	https://i.imgur.com/RrNwfuu.jpg
267	chien	316	Français blanc et orange	Groupe 6	https://i.imgur.com/l84KSXS.jpg
268	chien	219	Français tricolore	Groupe 6	https://i.imgur.com/FowcUgn.jpg
269	chien	111	Golden Retriever	Groupe 8	https://i.imgur.com/ZW75JGv.jpg
270	chien	354	Chien Courant Polonais	Groupe 6	https://i.imgur.com/H1QashA.jpg
271	chien	323	Grand Anglo Français Blanc et Noir	Groupe 6	https://i.imgur.com/8lPP0hd.jpg
272	chien	324	Grand Anglo Français Blanc et Orange	Groupe 6	https://i.imgur.com/CaOWtqc.jpg
273	chien	322	Grand Anglo Français Tricolore	Groupe 6	https://i.imgur.com/M8tKWVl.jpg
274	chien	33	Grand Basset Griffon Vendéen	Groupe 6	https://i.imgur.com/QqFMghb.jpg
275	chien	22	Grand Bleu de Gascogne	Groupe 6	https://i.imgur.com/G6ElPFo.jpg
276	chien	58	Grand Bouvier Suisse	Groupe 2	https://i.imgur.com/SCY2kuZ.jpg
277	chien	118	Grand épagneul de Münster	Groupe 7	https://i.imgur.com/ed3eA0e.jpg
278	chien	282	Grand Griffon Vendéen	Groupe 6	https://i.imgur.com/pRkkjjY.jpg
279	chien	158	Greyhound	Groupe 10	https://i.imgur.com/HDqOWGO.jpg
280	chien	81	Griffon belge	Groupe 9	https://i.imgur.com/ptwQ04z.jpg
